42,24,2,Nolhivaranfaru,ނޮޅިވަރަންފަރު,نلورنفر,0,6.70088038671336,73.1205368041992,1
42,25,2,Nolhivaram,ނޮޅިވަރަމު,نلورم,0,6.662525,73.0824089999999,1
42,26,2,Kurinbee,ކުރިނބި,كرنبي,0,6.665513,72.9965979999999,1
42,27,2,Kumburudhoo,ކުނބުރުދޫ,كبردو,0,6.658286,73.0273819999999,0
42,28,2,Kulhudhuffushi,ކުޅުދުއްފުށި,كلدوفشي,0,6.623269,73.069457,1
42,29,2,Kumundhoo,ކުމުންދޫ,كمندو,0,6.57436144036602,73.0518293380737,1
42,30,2,Neykurendhoo,ނޭކުރެންދޫ,نيكرندو,0,6.54347277445047,72.9781007766723,1
42,31,2,Vaikaradhoo,ވައިކަރަދޫ,ويكردو,0,6.549727,72.9528689999999,1
42,32,2,Maavaidhoo,މާވައިދޫ,ماويدو,0,6.515374,73.0537819999999,0
43,33,2,Makunudhoo,މަކުނުދޫ,مكندو,0,6.409141,72.705201,1
44,34,3,Noomaraa,ނޫމަރާ,نومرا,0,6.434146,73.069023,1
44,35,3,Kanditheemu,ކަނޑިތީމު,كدتيم,1,6.44081664217587,72.9162383079528,1
44,36,3,Goidhoo,ގޮއިދޫ,قودو,1,6.430076,72.929577,1
44,37,3,Feydhoo,ފޭދޫ,فيدو,0,6.360313,73.048712,1
44,38,3,Feevah,ފީވައް,فيوه,0,6.348893,73.2096579999999,1
44,39,3,Bilehfahi,ބިލެތްފަހި,بليفه,1,6.33927004633939,72.9754614830017,1
44,40,3,Foakaidhoo,ފޯކައިދޫ,فوكيدو,0,6.326729,73.1492929999999,1
44,41,3,Narudhoo,ނަރުދޫ,نردو,0,6.264328,73.2180989999999,1
44,42,3,Maakandoodhoo,މާކަނޑޫދޫ,ماكدودو,0,6.234999,73.267472,0
45,43,3,Maroshi,މަރޮށި,مروشي,0,6.209848,73.061094,1
45,44,3,Lhaimagu,ޅައިމަގު,ليمقو,0,6.163837,73.2513719999999,1
45,45,3,Funadhoo,ފުނަދޫ,فركل,فندو,0,6.14985656859089,73.2904815673828,1
45,46,3,Firumbaidhoo,ފިރުނބައިދޫ,فربيدو,0,6.114326,73.227501,0
45,47,3,Komandoo,ކޮމަންޑޫ,كمندو,0,6.0540574924187,73.0545330047607,1
45,48,3,Maaungoodhoo,މާއުނގޫދޫ,مااقدو,0,6.07078622444283,73.2837009429931,1
46,49,4,Hembadhoo,ހެނބަދޫ,هبدو,0,5.967417,73.392908,1
46,50,4,Kendhikolhudhoo,ކެނދިކުޅުދޫ,كدكلدو,0,5.952303,73.4152,1
46,51,4,Tholhendhoo,ތޮޅެންދޫ,تلندو,0,0
46,52,4,Maalhendhoo,މާޅެންދޫ,مالندو,0,5.89993266752935,73.4569501876831,1
46,53,4,Kudafaree,ކުޑަފަރި,كدفر,0,5.882637,73.4004509999999,1
46,54,4,Landhoo,ލަންދޫ,لندو,0,5.88082945029358,73.4660267829895,1
46,55,4,Maafaru,މާފަރު,مافر,0,5.82957836661095,73.4791374206543,1
46,56,4,Lhohee,ޅޮހި,ضهي,0,5.8167061579247,73.3770847320556,1
46,57,4,Miladhoo,މިލަދޫ,ملدو,0,5.790502,73.3623179999999,1
46,58,4,Magoodhoo,މަގޫދޫ,مقودو,0,5.776299,73.362182,1
46,59,4,Manadhoo,މަނަދޫ,مندو,0,5.766205,73.410972,1
47,60,4,Holhudhoo,ހޮޅުދޫ,هلدو,0,5.75485995787088,73.2626724243164,1
47,61,4,Fohdhoo,ފޮއްދޫ,فدو,0,5.743517,73.2157909999999,1
47,62,4,Velidhoo,ވެލިދޫ,ولدو,0,5.663899,73.2742389999999,1
48,63,5,Alifushi,އަލިފުށި,الفشي,0,5.967254,72.953034,1
48,64,5,Vaadhoo,ވާދޫ,وادو,0,5.85720031782405,72.9913616180419,1
48,65,5,Rasgetheemu,ރަސްގެތީމު,رسقتيم,0,5.807783,73.003198,1
48,66,5,Angolhitheemu,އަނގޮޅިތީމު,اقلتيم,0,5.79440857564059,73.0062103271484,1
49,67,5,Gaaundoodhoo,ގާއުނޑޫދޫ,قااقدو,0,0
49,68,5,Ungulu,އުނގުލު,اقل,0,5.6909,73.0265,0
49,69,5,Ungoofaaru,އުނގޫފާރު,اقوفار,0,5.668157,73.0301549999999,1
49,70,5,Kandholhudhoo,ކަނދޮޅުދޫ,كدلدو,0,0
49,71,5,Maakurathu,މާކުރަތު,ماكرت,0,5.6067498476782,73.0439436435699,1
50,72,5,Rasmaadhoo,ރަސްމާދޫ,رسمادو,0,5.562959,73.043478,1
50,73,5,Innamaadhoo,އިންނަމާދޫ,انمادو,0,5.54955832128391,73.045402765274,1
50,74,5,Maduvvari,މަޑުއްވަރި,مدوري,0,5.486265,72.8960059999999,1
50,75,5,Inguraidhoo,އިނގުރައިދޫ,اقريدو,0,5.476875,73.0363029999999,1
50,76,5,Meedhoo,މީދޫ,ميدو,0,5.458021,72.955283,1
50,77,5,Fainu,ފައިނު,فان,0,5.463281,73.034446,1
50,78,5,Kinolhas,ކިނޮޅަސް,كنلس,0,5.44911806477638,73.0295348167419,1
51,92,7,Hinnavaru,ހިންނަވަރު,هنور,0,5.491961,73.4121519999999,1
51,93,7,Naifaru,ނައިފަރު,نيفر,0,5.44444005255625,73.3657550811767,1
51,94,7,Kurendhoo,ކުރެންދޫ,كرندو,0,5.333784,73.463614,1
51,95,7,Olhuvelifushi,އޮޅުވެލިފުށި,الولفش,-1,5.278309,73.6063819999999,1
52,79,6,Kudarikilu,ކުޑަރިކިލު,كدركل,0,5.30057889727282,73.0707120895385,1
52,80,6,Kamadhoo,ކަމަދޫ,كمدو,0,5.281926,73.137016,1
52,81,6,Kendhoo,ކެންދޫ,كندو,0,5.275378,73.01015,1
52,82,6,Kihaadhoo,ކިހާދޫ,كهادو,0,5.21591069008315,73.1248605251312,1
52,83,6,Dhonfanu,ދޮންފަނު,دنفنو,0,5.18807718596602,73.1228649616241,1
52,84,6,Dharavandhoo,ދަރަވަންދޫ,دروندو,0,5.15835114388124,73.1305253505706,1
52,85,6,Maalhos,މާޅޮސް,مالس,0,5.134814,73.108144,1
52,86,6,Eydhafushi,އޭދަފުށި,ايدفش,0,5.103483,73.0703949999999,1
53,87,6,Thulhaadhoo,ތުޅާދޫ,تلادو,0,5.022891,72.8399799999999,1
53,88,6,Hithaadhoo,ހިތާދޫ,هتادو,0,5.007428,72.9227909999999,1
53,89,6,Fulhadhoo,ފުޅަދޫ,فلدو,0,4.88545291567771,72.9319024085998,1
53,90,6,Fehendhoo,ފެހެންދޫ,فهندو,0,4.88059970273166,72.9729723930358,1
53,91,6,Goidhoo,ގޮއިދޫ,قيدو,0,4.87589611483845,72.9966831207275,1
54,96,8,Kaashidhoo,ކާށިދޫ,كاشدو,0,4.9592302326086,73.4634733200073,1
55,97,8,Gaafaru,ގާފަރު,قافر,0,4.736115,73.4998459999999,1
56,98,8,Dhiffushi,ދިއްފުށި,دفش,0,4.442153,73.713752,1
56,99,8,Thulusdhoo,ތުލުސްދޫ,تلسدو,0,4.37450364805492,73.651807308197,1
56,100,8,Hura,ހުރާ,هرا,0,4.33380894884007,73.6004269123077,1
56,101,8,Himmafushi,ހިންމަފުށި,هنمفش,0,4.30994097943905,73.5707831382751,1
57,102,8,Male',މާލެ,ماليه,0,4.17503,73.509878,1
58,103,8,Gulhi,ގުޅި,قل,0,3.990986,73.5091139999999,1
58,104,8,Maafushi,މާފުށި,مافش,0,3.94061666091845,73.4896302223205,1
58,105,8,Guraidhoo,ގުރައިދޫ,قريدو,0,3.900871,73.4681909999999,1
59,106,9,Thoddoo,ތޮއްޑޫ,تدو,0,4.4373385888502,72.9601192474365,1
60,107,9,Rasdhoo,ރަސްދޫ,رسدو,-1,4.263105,72.991977,1
60,108,9,Ukulhas,އުކުޅަސް,اكلس,0,4.21558513021937,72.8639888763427,1
60,109,9,Mathiveri,މަތިވެރި,متور,0,4.19201309339096,72.7460038661956,1
60,110,9,Bodufolhudhoo,ބޮޑުފޮޅުދޫ,بدفلدو,0,4.185455,72.7734789999999,1
61,111,9,Feridhoo,ފެރިދޫ,فردو,0,4.0513045242775,72.7261340618133,1
61,112,9,Maalhos,މާޅޮސް,مالس,0,3.98648,72.719628,1
61,113,9,Himendhoo,ހިމެންދޫ,همندو,0,3.92094344880299,72.7439975738525,1
62,114,10,Hanyameedhoo,ހަންޏާމީދޫ,هنياميدو,0,3.84913361196521,72.9552505251311,1
62,115,10,Omadhoo,އޮމަދޫ,امدو,0,3.79176104107408,72.9619967937469,1
62,116,10,Kumburudhoo,ކުނބުރުދޫ,كبردو,0,3.77564933863789,72.9243171215057,1
62,117,10,Mahibadhoo,މަހިބަދޫ,مهبدو,0,3.75722,72.969066,1
62,118,10,Mandhoo,މަންދޫ,مندو,1,3.697902,72.710082,1
63,119,10,Dhangethi,ދަނގެތި,دقتي,0,3.60773820970929,72.9554092884063,1
63,120,10,Dhigurah,ދިގުރަށް,دقره,0,3.52692,72.9240999999999,1
63,121,10,Dhidhoo,ދިއްދޫ,ددو,0,3.48367188503884,72.877904176712,1
63,122,10,Fenfushi,ފެންފުށި,فنفش,0,3.489213,72.78291,1
63,123,10,Maamigili,މާމިގިލި,مامقل,0,3.47667,72.8369159999999,1
64,124,11,Fulidhoo,ފުލިދޫ,فلدو,0,3.680477,73.415786,1
64,125,11,Thinadhoo,ތިނަދޫ,تندو,0,3.487673,73.537856,1
64,126,11,Felidhoo,ފެލިދޫ,فلدو,0,3.471751,73.547044,1
64,127,11,Keyodhoo,ކެޔޮދޫ,كيدو,0,3.462117,73.55011,1
65,128,11,Rakeedhoo,ރަކީދޫ,ركيدو,0,3.31494,73.469823,1
66,129,12,Dhiggaru,ދިއްގަރު,دقر,0,3.112102,73.5652579999999,1
66,130,12,Maduvvari,މަޑުއްވަރި,مدوري,0,3.104647,73.572897,1
66,131,12,Raimandhoo,ރަތްމަންދޫ,ريمندو,0,3.08901,73.639095,1
66,132,12,Madifushi,މަޑިފުށި,مدفش,0,0
67,133,12,Veyvah,ވޭވަށް,ويوه,0,2.946387,73.5842559999999,1
67,134,12,Mulah,މުލައް,مله,0,2.946387,73.5842559999999,1
67,135,12,Muli,މުލި,مل,0,2.918991,73.581365,1
67,136,12,Naalaafushi,ނާލާފުށި,نالافش,0,2.895659,73.577401,1
68,137,12,Kolhufushi,ކޮޅުފުށި,كلفش,0,2.78081,73.42444,1
69,138,13,Feeali,ފީއަލި,فيال,0,3.269859,73.0021699999999,1
70,139,13,Bilehdhoo,ބިލެތްދޫ,بليدو,0,3.118307,72.9840899999999,1
70,140,13,Magoodhoo,މަގޫދޫ,مقودو,0,3.07820905897144,72.963638305664,1
70,141,13,Dharamboodhoo,ދަރަނބޫދޫ,دربودو,0,3.06291027676866,72.926173210144,1
70,142,13,Nilandhoo,ނިލަންދޫ,نلندو,0,3.05628930739444,72.8899097442627,1
71,143,14,Meedhoo,މީދޫ,ميدو,0,2.998282,73.0063709999999,1
71,144,14,Bandidhoo,ބަނޑިދޫ,بددو,0,2.93652636226172,72.9909968376159,1
71,145,14,Rimbudhoo,ރިނބުދޫ,رنبدو,0,2.92460614155139,72.8954726457595,1
71,146,14,Hulhudheli,ހުޅުދެލި,هلدل,0,2.858436,72.846363,1
72,147,14,Gemendhoo,ގެމެންދޫ,قمندو,0,2.79778332387704,73.0254364013671,0
72,148,14,Vaanee,ވާނި,واني,0,2.7253,73.0029,0
72,149,14,Maaemboodhoo,މާއެނބޫދޫ,ماانبودو,0,2.695566,72.963335,1
72,150,14,Kudahuvadhoo,ކުޑަހުވަދޫ,كدهودو,0,2.671707,72.893716,1
73,151,15,Burunee,ބުރުނި,برني,1,2.558714,73.105995,1
73,152,15,Vilufushi,ވިލުފުށި,ولفش,0,2.502818,73.3082289999999,1
73,153,15,Madifushi,މަޑިފުށި,مدفش,0,2.356963,73.354817,1
73,154,15,Dhiyamigili,ދިޔަމިގިލި,ديمقل,0,2.33913645056072,73.3368880846558,1
73,155,15,Guraidhoo,ގުރައިދޫ,قريدو,0,2.324968,73.319421,1
74,156,15,Kandoodhoo,ކަނޑޫދޫ,كدودو,1,2.321204,72.916608,1
74,157,15,Vandhoo,ވަންދޫ,وندو,1,2.291691,72.941997,1
74,158,15,Hirilandhoo,ހިރިލަންދޫ,هرلندو,1,2.269611,72.93253,1
74,159,15,Gaadhiffushi,ގާދިއްފުށި,قادفش,0,2.25301116772322,73.2134914398193,1
74,160,15,Thimarafushi,ތިމަރަފުށި,تمرفش,0,2.205529,73.1429349999999,1
74,161,15,Veymandhoo,ވޭމަންޑޫ,ويمندو,0,2.186917,73.094457,1
74,162,15,Kimbidhoo,ކިނބިދޫ,كبدو,0,2.168105,73.066,1
74,163,15,Omadhoo,އޮމަދޫ,امدو,0,2.167358,73.023549,1
75,164,16,Isdhoo,އިސްދޫ,اسدو,0,2.119007,73.568444,1
75,165,16,Dhambidhoo,ދަނބިދޫ,دبدو,0,2.09410998019869,73.5457991217041,1
75,166,16,Maabaidhoo,މާބައިދޫ,مابيدو,0,2.02569708611982,73.5329103469848,1
75,167,16,Mundoo,މުންޑޫ,مندو,0,2.011052,73.5337389999999,1
75,168,16,Kalhaidhoo,ކަޅައިދޫ,كليدو,0,1.988794,73.537528,0
75,169,16,Gan,ގަން,قن,0,1.91542514190983,73.5426762434082,1
76,170,16,Maavah,މާވަށް,ماوه,1,1.885328,73.242347,1
76,171,16,Fonadhoo,ފޮނަދޫ,فندو,0,1.836324,73.5042389999999,1
76,172,16,Gaadhoo,ގާދޫ,قادو,0,1.821457,73.45209,1
76,173,16,Maamendhoo,މާމެންދޫ,مامندو,0,1.818038,73.3898659999999,1
76,174,16,Hithadhoo,ހިތަދޫ,هتدو,0,1.795957,73.388047,1
76,175,16,Kunahandhoo,ކުނަހަންދޫ,كنهندو,0,1.783307,73.368361,1
77,176,17,Kolamaafushi,ކޮލަމާފުށި,كلمافش,0,0.837154,73.185015,1
77,177,17,Vilingili,ވިލިނގިލި,ولنقل,0,0.755293,73.434885,1
77,178,17,Maamendhoo,މާމެންދޫ,مامندو,0,0.713464,73.438891,1
77,179,17,Nilandhoo,ނިލަންދޫ,نلندو,0,0.636416,73.446208,1
77,180,17,Dhaandhoo,ދާންދޫ,داندو,0,0.621114,73.4620939999999,1
78,181,17,Dhevvadhoo,ދެއްވަދޫ,دودو,1,0.556858,73.2422369999999,1
78,182,17,Kondey,ކޮނޑޭ,كدي,0,0.499554,73.549653,1
78,183,17,Dhiyadhoo,ދިޔަދޫ,ديدو,0,0.476468,73.558971,0
78,184,17,Gemanafushi,ގެ9މަނަފުށި,قمنفش,0,0.442017,73.568521,1
78,185,17,Kanduhulhudhoo,ކަނޑުހުޅުދޫ,كدهلدو,0,0.351344,73.5399929999999,1
79,186,18,Thinadhoo,ތިނަދޫ,تندو,0,0.530185,72.997227,1
79,187,18,Madaveli,މަޑަވެލި,مدول,0,0.45901,72.999236,1
79,188,18,Hoadedhoo,ހޯނޑެއްދޫ,هوددو,0,0.444125,73.0032489999999,1
80,189,18,Nadella,ނަޑައްލާ,ندلا,1,0.29359,73.040729,1
80,190,18,Gadhdhoo,ގައްދޫ,قدو,-1,0.289472,73.456435,1
80,191,18,Rathafandhoo,ރަތަފަންދޫ,رتفندو,0,0.253248,73.104873,1
80,192,18,Vaadhoo,ވާދޫ,وادو,0,0.227282,73.2738779999999,1
80,193,18,Fiyoree,ފިޔޯރީ,فيوري,0,0.22127,73.136639,1
80,194,18,Maathoda,މާތޮޑާ,ماتدا,0,0.530185,72.997227,1
80,195,18,Fares,ފަރެސް,فرس,0,0.19902,73.1898089999999,1
81,196,19,Fuvahmulah,ފުވައްމުލައް,فومله,0,-0.297402000089209,73.4265232086181,1
82,197,20,Hithadhoo,ހިތަދޫ,هتدو,0,-0.606382493847531,73.0874061584472,1
82,198,20,Maradhoo,މަރަދޫ,مردو,0,-0.665054,73.1191059999999,1
82,199,20,Maradhoofeydhoo,މަރަދޫފޭދޫ,مردو,فيدو,0,-0.673394,73.125882,1
82,200,20,Feydhoo,ފޭދޫ,فيدو,0,-0.682020983089916,73.1346918439026,1
82,201,20,Hulhudhoo,ހުޅުދޫ,هلدو,0,-0.589217290556681,73.2307004928588,1
82,202,20,Meedhoo,މީދޫ,ميدو,0,-0.584196458528396,73.2306575775146,1
44,203,3,Milandhoo,މިލަންދޫ,ملندو,0,6.28770007210759,73.2457208633422,1
49,204,5,Dhuvaafaru,ދުވާފަރު,دوفافرو,0,5.629225,73.041938,1
48,205,5,Hulhudhuffaaru,ހުޅުދުއްފާރު,الودوفارو,0,5.76591890460805,73.0121755599975,1
